ID,Start,End
ENSP00000444335,392,432
ENSP00000359629,594,661
ENSP00000474401,185,205
ENSP00000414063,334,366
ENSP00000396154,274,358
ENSP00000384410,490,522
ENSP00000361826,450,471
ENSP00000304604,1403,1481
ENSP00000382800,403,429
ENSP00000277459,159,197
ENSP00000363513,75,102
ENSP00000405503,417,449
ENSP00000375220,536,745
ENSP00000466146,64,92
ENSP00000486766,280,375
ENSP00000461860,285,423
ENSP00000357843,164,201
ENSP00000480804,86,100
ENSP00000355238,515,535
ENSP00000433886,528,590
ENSP00000358057,661,709
ENSP00000333947,505,561
ENSP00000423963,264,313
ENSP00000478329,121,148
ENSP00000387869,772,828
ENSP00000446885,371,422
ENSP00000385720,1470,1499
ENSP00000380437,514,538
ENSP00000494653,637,691
ENSP00000478861,271,291
ENSP00000438702,556,655
ENSP00000278612,1366,1427
ENSP00000396415,432,454
ENSP00000361027,995,1084
ENSP00000360315,191,210
ENSP00000328596,221,246
ENSP00000328674,188,220
ENSP00000444812,502,553
ENSP00000221494,388,464
ENSP00000481722,46,116
ENSP00000468510,85,104
ENSP00000416769,918,995
ENSP00000437805,728,757
ENSP00000482148,130,190
ENSP00000300576,678,693
ENSP00000359474,343,387
ENSP00000449807,470,503
ENSP00000247138,350,396
ENSP00000488657,653,748
ENSP00000354900,217,283
ENSP00000264664,180,208
ENSP00000388872,1264,1309
ENSP00000264748,402,504
ENSP00000378860,2160,2217
ENSP00000384946,83,117
ENSP00000489936,457,481
ENSP00000413190,144,165
ENSP00000455730,301,390
ENSP00000463470,122,145
ENSP00000370685,795,877
ENSP00000347195,227,294
ENSP00000369344,398,434
ENSP00000497334,347,373
ENSP00000438368,79,104
ENSP00000359571,288,361
ENSP00000492489,340,362
ENSP00000377382,365,420
ENSP00000288955,602,626
ENSP00000253110,270,291
ENSP00000225576,254,276
ENSP00000366135,825,885
ENSP00000457109,75,141
ENSP00000262487,429,464
ENSP00000465103,160,213
ENSP00000441600,353,376
ENSP00000298912,836,1002
ENSP00000341637,435,454
ENSP00000391131,679,700
ENSP00000484105,462,509
ENSP00000379410,449,477
ENSP00000164227,404,454
ENSP00000342576,242,298
ENSP00000386041,1909,1939
ENSP00000479367,639,670
ENSP00000354210,453,524
ENSP00000403304,286,308
ENSP00000366118,111,188
ENSP00000487112,363,410
ENSP00000483287,595,615
ENSP00000305790,1182,1217
ENSP00000481178,214,236
ENSP00000477928,130,154
ENSP00000484764,339,416
ENSP00000481685,186,286
ENSP00000440240,272,295
ENSP00000454158,1223,1286
ENSP00000429378,223,256
ENSP00000391200,502,524
ENSP00000417467,296,339
ENSP00000464357,77,131
ENSP00000345305,737,775
ENSP00000384017,503,577
ENSP00000358786,491,511
ENSP00000433157,79,103
ENSP00000373240,408,434
ENSP00000433208,78,115
ENSP00000406407,286,308
ENSP00000328358,486,535
ENSP00000363775,434,495
ENSP00000254627,434,477
ENSP00000373992,430,463
ENSP00000318185,383,428
ENSP00000356132,438,500
ENSP00000410916,91,157
ENSP00000369019,397,553
ENSP00000364919,176,199
ENSP00000386751,305,426
ENSP00000481950,347,387
ENSP00000258106,249,290
ENSP00000478473,498,549
ENSP00000424427,704,725
ENSP00000302707,320,350
ENSP00000359925,461,524
ENSP00000405724,907,945
ENSP00000476600,287,332
ENSP00000359382,748,773
ENSP00000485690,143,166
ENSP00000437968,2019,2046
ENSP00000382084,274,309
ENSP00000345243,633,697
ENSP00000461945,165,195
ENSP00000387288,665,688
ENSP00000342097,194,228
ENSP00000364003,1116,1135
ENSP00000449243,164,187
ENSP00000420579,467,487
ENSP00000308893,1394,1413
ENSP00000478913,536,571
ENSP00000473622,1165,1185
ENSP00000399126,156,176
ENSP00000478344,354,410
ENSP00000358853,48,107
ENSP00000483733,288,304
ENSP00000261263,210,225
ENSP00000454397,185,209
ENSP00000472444,61,82
ENSP00000373539,2533,2551
ENSP00000255266,832,860
ENSP00000412391,2015,2046
ENSP00000356003,181,227
ENSP00000251203,337,374
ENSP00000443857,159,193
ENSP00000362900,465,494
ENSP00000391592,550,624
ENSP00000451110,290,309
ENSP00000400224,293,352
ENSP00000221444,429,456
ENSP00000304642,468,497
ENSP00000342434,1455,1483
ENSP00000470788,626,662
ENSP00000262825,736,889
ENSP00000478247,354,410
ENSP00000252939,162,217
ENSP00000434440,94,133
ENSP00000479022,463,491
ENSP00000389283,646,677
ENSP00000350808,371,388
ENSP00000384712,367,386
ENSP00000482811,498,549
ENSP00000462701,754,799
ENSP00000351058,432,465
ENSP00000423129,916,958
ENSP00000479946,556,625
ENSP00000380920,194,230
ENSP00000453430,197,234
ENSP00000333097,134,219
ENSP00000477969,1068,1093
ENSP00000461830,167,198
ENSP00000483995,798,870
ENSP00000308258,451,487
ENSP00000326445,151,238
ENSP00000256404,202,227
ENSP00000430310,310,349
ENSP00000423841,348,370
ENSP00000478307,580,643
ENSP00000382741,94,288
ENSP00000325713,1614,1634
ENSP00000312411,696,755
ENSP00000156471,1471,1485
ENSP00000422369,66,80
ENSP00000481352,906,960
ENSP00000320968,875,906
ENSP00000479383,1680,1742
ENSP00000369284,341,386
ENSP00000419001,797,819
ENSP00000359037,1097,1114
ENSP00000357231,614,641
ENSP00000484672,124,149
ENSP00000283303,679,695
ENSP00000386884,339,356
ENSP00000356186,331,382
ENSP00000487754,235,369
ENSP00000460659,202,242
ENSP00000391006,515,679
ENSP00000401976,113,135
ENSP00000373998,470,508
ENSP00000356102,866,887
ENSP00000425144,122,159
ENSP00000471455,204,223
ENSP00000494326,201,230
ENSP00000347532,592,631
ENSP00000389351,271,300
ENSP00000413055,105,129
ENSP00000386239,1350,1378
ENSP00000495068,1273,1349
ENSP00000488486,379,398
ENSP00000434124,174,202
ENSP00000456309,566,613
ENSP00000367096,1193,1237
ENSP00000412781,551,587
ENSP00000394355,232,273
ENSP00000479793,295,319
ENSP00000201979,244,298
ENSP00000378077,902,932
ENSP00000419486,518,539
ENSP00000401633,1839,1880
ENSP00000490274,1168,1196
ENSP00000433541,115,189
ENSP00000423421,396,436
ENSP00000328511,629,653
ENSP00000364781,1160,1191
ENSP00000378319,211,265
ENSP00000448999,927,961
ENSP00000484937,352,375
ENSP00000264952,529,553
ENSP00000354901,97,125
ENSP00000436187,576,616
ENSP00000497819,131,162
ENSP00000415027,1106,1141
ENSP00000466089,209,230
ENSP00000252136,600,625
ENSP00000292778,297,323
ENSP00000365062,365,523
ENSP00000380170,269,316
ENSP00000243347,246,277
ENSP00000440222,395,458
ENSP00000402240,1326,1386
ENSP00000478480,633,655
ENSP00000412836,979,1001
ENSP00000489630,195,236
ENSP00000455897,1429,1456
ENSP00000291576,882,919
ENSP00000486662,741,760
ENSP00000362072,209,349
ENSP00000402651,615,642
ENSP00000491467,730,767
ENSP00000384585,624,677
ENSP00000334952,1232,1321
ENSP00000341422,539,563
ENSP00000305045,538,557
ENSP00000324392,1039,1063
ENSP00000348635,372,394
ENSP00000459392,514,567
ENSP00000363640,489,567
ENSP00000484072,240,275
ENSP00000379657,120,141
ENSP00000320376,335,354
ENSP00000344014,38,252
ENSP00000372566,233,290
ENSP00000386738,299,381
ENSP00000383167,312,340
ENSP00000244221,91,123
ENSP00000260128,842,871
ENSP00000348784,310,339
ENSP00000323075,78,157
ENSP00000488712,74,96
ENSP00000290101,607,692
ENSP00000426944,920,1048
ENSP00000254803,420,479
ENSP00000376707,1607,1694
ENSP00000394320,144,177
ENSP00000494887,421,475
ENSP00000462196,50,73
ENSP00000268756,685,704
ENSP00000387147,309,332
ENSP00000435990,518,545
ENSP00000380444,1978,2022
ENSP00000370589,528,594
ENSP00000304822,138,182
ENSP00000406005,415,459
ENSP00000475957,85,164
ENSP00000488176,693,715
ENSP00000331242,459,492
ENSP00000477550,352,438
ENSP00000408347,619,641
ENSP00000352785,1036,1059
ENSP00000418213,511,532
ENSP00000416537,441,500
ENSP00000478143,536,571
ENSP00000479146,229,254
ENSP00000315554,212,309
ENSP00000310631,302,321
ENSP00000234453,232,300
ENSP00000484938,571,634
ENSP00000484292,375,444
ENSP00000404519,185,237
ENSP00000343348,132,169
ENSP00000332122,552,567
ENSP00000264637,467,490
ENSP00000452792,622,641
ENSP00000326432,328,355
ENSP00000490788,164,222
ENSP00000297540,336,394
ENSP00000406981,355,372
ENSP00000371201,694,718
ENSP00000283547,100,151
ENSP00000300105,233,323
ENSP00000479047,274,349
ENSP00000459843,423,463
ENSP00000459812,414,436
ENSP00000454084,306,343
ENSP00000263094,2104,2146
ENSP00000471320,63,93
ENSP00000458934,414,436
ENSP00000355183,519,548
ENSP00000437629,321,347
ENSP00000482818,1066,1096
ENSP00000479466,349,365
ENSP00000411461,390,422
ENSP00000477620,536,571
ENSP00000344740,537,571
ENSP00000279178,528,553
ENSP00000494747,1697,1738
ENSP00000484356,315,349
ENSP00000397018,105,129
ENSP00000485108,362,393
ENSP00000285871,926,955
ENSP00000370870,2033,2073
ENSP00000480995,1061,1104
ENSP00000368745,125,174
ENSP00000394449,396,439
ENSP00000484582,273,348
ENSP00000490644,73,93
ENSP00000378669,218,278
ENSP00000285814,271,293
ENSP00000363259,1363,1435
ENSP00000444460,121,185
ENSP00000180166,170,211
ENSP00000358850,99,219
ENSP00000480030,577,599
ENSP00000379185,198,244
ENSP00000434942,721,749
ENSP00000432018,137,206
ENSP00000482713,260,286
ENSP00000429792,115,214
ENSP00000380632,325,361
ENSP00000484706,603,624
ENSP00000344570,952,1006
ENSP00000458053,339,360
ENSP00000478848,277,341
ENSP00000354111,139,198
ENSP00000410409,257,278
ENSP00000259254,108,128
ENSP00000485526,483,507
ENSP00000465398,223,246
ENSP00000477748,405,508
ENSP00000418658,183,235
ENSP00000395249,504,543
ENSP00000246006,611,652
ENSP00000328708,413,469
ENSP00000355328,1449,1469
ENSP00000264904,947,973
ENSP00000248076,366,385
ENSP00000462848,639,683
ENSP00000396182,83,107
ENSP00000379894,941,1134
ENSP00000355013,1156,1173
ENSP00000225929,292,329
ENSP00000464982,175,202
ENSP00000462354,108,129
ENSP00000354040,601,634
ENSP00000285848,461,495
ENSP00000204679,278,305
ENSP00000429367,265,289
ENSP00000007390,224,312
ENSP00000417246,63,105
ENSP00000375248,142,235
ENSP00000274170,739,790
ENSP00000409159,246,275
ENSP00000456138,296,430
ENSP00000490186,1292,1362
ENSP00000428000,121,140
ENSP00000440058,776,796
ENSP00000263620,551,593
ENSP00000276651,478,519
ENSP00000458130,514,648
ENSP00000254190,778,802
ENSP00000317534,482,504
ENSP00000460100,96,117
ENSP00000405259,201,255
ENSP00000231721,739,782
ENSP00000437547,142,169
ENSP00000479497,410,448
ENSP00000309751,404,426
ENSP00000399501,4242,4302
ENSP00000352565,180,217
ENSP00000391893,235,286
ENSP00000483883,277,341
ENSP00000395128,269,294
ENSP00000355251,179,252
ENSP00000480896,95,118
ENSP00000369853,539,696
ENSP00000216117,227,288
ENSP00000357643,3221,3256
ENSP00000423716,120,145
ENSP00000458693,420,449
ENSP00000446902,372,429
ENSP00000387217,183,205
ENSP00000454014,378,424
ENSP00000485628,1309,1347
ENSP00000482502,643,668
ENSP00000416570,108,127
ENSP00000262648,643,680
ENSP00000406359,614,641
ENSP00000238256,1160,1219
ENSP00000477744,288,304
ENSP00000373024,168,325
ENSP00000384939,945,992
ENSP00000306340,542,570
ENSP00000351354,376,403
ENSP00000395315,661,690
ENSP00000386265,306,357
ENSP00000367315,236,292
ENSP00000418851,322,359
ENSP00000427932,133,178
ENSP00000225441,371,405
ENSP00000457462,112,135
ENSP00000457859,168,195
ENSP00000413301,578,680
ENSP00000287771,180,204
ENSP00000472305,509,568
ENSP00000497955,151,177
ENSP00000320821,1060,1103
ENSP00000315190,1027,1051
ENSP00000268059,810,829
ENSP00000421749,242,305
ENSP00000341619,421,443
ENSP00000350032,983,1039
ENSP00000325286,73,87
ENSP00000254193,222,255
ENSP00000201943,394,458
ENSP00000445617,2701,2717
ENSP00000238823,486,518
ENSP00000312293,122,206
ENSP00000486596,1620,1635
ENSP00000218104,723,745
ENSP00000449754,257,294
ENSP00000255008,363,388
ENSP00000429089,381,404
ENSP00000479665,311,358
ENSP00000016946,1744,1765
ENSP00000350386,622,653
ENSP00000384369,381,407
ENSP00000370513,232,253
ENSP00000481334,423,457
ENSP00000351905,570,592
ENSP00000359300,142,172
ENSP00000259512,216,251
ENSP00000441869,250,270
ENSP00000264638,1350,1384
ENSP00000477804,324,351
ENSP00000481353,585,684
ENSP00000333680,234,270
ENSP00000387942,145,178
ENSP00000478935,232,264
ENSP00000383374,355,372
ENSP00000474874,148,169
ENSP00000421853,464,490
ENSP00000488500,608,647
ENSP00000311344,610,667
ENSP00000325775,238,279
ENSP00000234392,218,290
ENSP00000303214,389,441
ENSP00000298139,1364,1432
ENSP00000477706,936,1004
ENSP00000388850,395,448
ENSP00000429059,675,717
ENSP00000421168,277,354
ENSP00000352272,266,299
ENSP00000267838,193,215
ENSP00000481194,164,194
ENSP00000398313,178,201
ENSP00000388552,280,339
ENSP00000378625,336,357
ENSP00000428128,156,262
ENSP00000339445,1145,1166
ENSP00000329318,536,578
ENSP00000478126,294,382
ENSP00000391126,462,528
ENSP00000469445,440,463
ENSP00000408335,1970,2003
ENSP00000433352,1267,1385
ENSP00000460971,687,745
ENSP00000448066,113,142
ENSP00000480248,644,677
ENSP00000483578,354,410
ENSP00000489108,144,176
ENSP00000444503,107,190
ENSP00000339723,300,450
ENSP00000366203,799,823
ENSP00000321929,246,263
ENSP00000457380,147,247
ENSP00000332488,548,684
ENSP00000364591,627,693
ENSP00000482180,651,678
ENSP00000336701,352,376
ENSP00000369500,323,352
ENSP00000456845,1883,1906
ENSP00000467019,249,277
ENSP00000392511,937,981
ENSP00000478881,318,342
ENSP00000370977,80,101
ENSP00000410710,405,430
ENSP00000483542,2636,2664
ENSP00000259253,1534,1555
ENSP00000443956,428,454
ENSP00000313061,276,305
ENSP00000480655,842,875
ENSP00000374312,2253,2277
ENSP00000305653,718,739
ENSP00000300584,939,963
ENSP00000390882,117,145
ENSP00000466009,72,95
ENSP00000360058,204,233
ENSP00000477672,475,496
ENSP00000403700,177,203
ENSP00000317177,217,252
ENSP00000495986,480,546
ENSP00000318476,350,372
ENSP00000421246,539,589
ENSP00000407914,1160,1227
ENSP00000480276,602,649
ENSP00000483517,639,688
ENSP00000443168,78,128
ENSP00000343959,611,638
ENSP00000458101,806,880
ENSP00000464989,205,242
ENSP00000268605,169,208
ENSP00000483315,288,304
ENSP00000359940,1318,1341
ENSP00000299424,173,218
ENSP00000345848,234,251
ENSP00000290399,615,667
ENSP00000403175,128,152
ENSP00000413905,309,355
ENSP00000288462,350,461
ENSP00000353706,55,84
ENSP00000486705,182,277
ENSP00000379127,202,232
ENSP00000487011,229,289
ENSP00000226091,254,340
ENSP00000418234,567,615
ENSP00000431321,242,261
ENSP00000431986,57,82
ENSP00000434677,288,331
ENSP00000205636,160,183
ENSP00000443773,508,569
ENSP00000463982,681,735
ENSP00000398637,212,256
ENSP00000348183,269,334
ENSP00000316605,698,809
ENSP00000349541,344,390
ENSP00000472953,1199,1253
ENSP00000475677,377,430
ENSP00000485028,493,512
ENSP00000442704,191,236
ENSP00000484716,655,698
ENSP00000364972,129,197
ENSP00000379999,197,222
ENSP00000493273,117,149
ENSP00000367608,436,459
ENSP00000428940,137,176
ENSP00000305065,810,839
ENSP00000461740,157,178
ENSP00000372695,567,610
ENSP00000481174,285,321
ENSP00000333114,1012,1031
ENSP00000489048,1911,1967
ENSP00000478426,498,549
ENSP00000445688,378,399
ENSP00000326324,1676,1700
ENSP00000496870,4613,4655
ENSP00000368821,301,341
ENSP00000490917,70,89
ENSP00000465153,70,94
ENSP00000295317,330,400
ENSP00000487420,352,366
ENSP00000378324,401,426
ENSP00000380071,525,549
ENSP00000361435,94,130
ENSP00000265732,343,367
ENSP00000346755,297,392
ENSP00000435195,141,169
ENSP00000352656,339,362
ENSP00000410689,762,814
ENSP00000484027,325,524
ENSP00000299727,322,349
ENSP00000407188,269,294
ENSP00000380471,215,239
ENSP00000426249,155,219
ENSP00000338807,587,765
ENSP00000477892,288,304
ENSP00000384004,668,691
ENSP00000406455,77,104
ENSP00000347710,783,802
ENSP00000475641,151,197
ENSP00000329124,944,987
ENSP00000366934,680,702
ENSP00000366530,465,615
ENSP00000305976,817,926
ENSP00000468135,126,140
ENSP00000481661,227,294
ENSP00000299413,320,344
ENSP00000414126,484,505
ENSP00000300107,598,633
ENSP00000269394,652,723
ENSP00000370963,201,226
ENSP00000362368,1271,1290
ENSP00000396081,716,782
ENSP00000395777,152,206
ENSP00000435599,132,185
ENSP00000364929,396,422
ENSP00000488305,76,99
ENSP00000389327,64,92
ENSP00000347721,481,512
ENSP00000366854,84,175
ENSP00000482567,184,200
ENSP00000421592,194,264
ENSP00000385361,121,145
ENSP00000485884,142,193
ENSP00000438864,166,206
ENSP00000410994,795,836
ENSP00000257347,538,564
ENSP00000479948,197,230
ENSP00000482150,120,166
ENSP00000442788,1941,2002
ENSP00000478188,426,489
ENSP00000473211,1308,1365
ENSP00000400090,1309,1372
ENSP00000320520,278,315
ENSP00000406347,233,290
ENSP00000258962,234,248
ENSP00000490318,511,622
ENSP00000410222,218,238
ENSP00000370778,80,136
ENSP00000396486,619,641
ENSP00000403429,476,504
ENSP00000490648,581,649
ENSP00000486567,713,738
ENSP00000485762,280,436
ENSP00000180173,642,660
ENSP00000394413,1203,1226
ENSP00000394940,235,259
ENSP00000364011,1012,1030
ENSP00000355105,1308,1329
ENSP00000417161,355,404
ENSP00000364586,1978,2005
ENSP00000265138,395,414
ENSP00000434999,495,515
ENSP00000420932,307,474
ENSP00000385531,227,250
ENSP00000298694,1467,1519
ENSP00000367930,369,423
ENSP00000468032,697,724
ENSP00000481721,906,928
ENSP00000452347,121,148
ENSP00000432327,1307,1322
ENSP00000494192,469,500
ENSP00000366396,915,950
ENSP00000442789,615,642
ENSP00000232424,256,280
ENSP00000407790,419,473
ENSP00000254325,921,979
ENSP00000394000,193,216
ENSP00000317300,490,524
ENSP00000231706,736,771
ENSP00000261590,1094,1118
ENSP00000249044,350,433
ENSP00000382509,83,138
ENSP00000353785,171,219
ENSP00000272418,380,430
ENSP00000456436,306,330
ENSP00000386192,824,866
ENSP00000388374,432,464
ENSP00000430774,66,91
ENSP00000488385,44,147
ENSP00000420026,76,96
ENSP00000384006,688,725
ENSP00000377271,125,139
ENSP00000347182,845,882
ENSP00000352894,1130,1230
ENSP00000344996,532,673
ENSP00000357556,220,258
ENSP00000373937,1136,1150
ENSP00000267984,341,362
ENSP00000236698,1057,1221
ENSP00000440046,423,446
ENSP00000339824,772,808
ENSP00000387394,76,130
ENSP00000348982,1517,1541
ENSP00000397561,200,249
ENSP00000467664,84,114
ENSP00000481013,514,648
ENSP00000417985,161,191
ENSP00000264710,173,200
ENSP00000488774,91,112
ENSP00000308117,728,757
ENSP00000312844,579,602
ENSP00000310092,258,353
ENSP00000481775,556,625
ENSP00000357542,268,318
ENSP00000358207,314,334
ENSP00000410256,849,899
ENSP00000482833,125,164
ENSP00000264977,1105,1150
ENSP00000484081,116,153
ENSP00000261908,1293,1461
ENSP00000262041,272,304
ENSP00000479920,156,294
ENSP00000379235,3563,3585
ENSP00000394013,191,294
ENSP00000411164,386,468
ENSP00000488340,379,398
ENSP00000422474,542,566
ENSP00000382260,783,804
ENSP00000259396,177,201
ENSP00000362041,188,260
ENSP00000249373,667,787
ENSP00000484875,396,417
ENSP00000483598,270,292
ENSP00000482181,354,410
ENSP00000484400,288,304
ENSP00000385524,1163,1196
ENSP00000479393,638,716
ENSP00000309126,442,470
ENSP00000362428,462,525
ENSP00000449137,336,358
ENSP00000391720,128,147
ENSP00000484449,351,406
ENSP00000418192,171,243
ENSP00000318861,844,895
ENSP00000354686,501,606
ENSP00000385410,621,709
ENSP00000482475,164,194
ENSP00000414359,238,269
ENSP00000380877,720,757
ENSP00000481409,551,582
ENSP00000378373,369,400
ENSP00000412993,329,409
ENSP00000306220,99,131
ENSP00000382883,307,336
ENSP00000377587,1096,1121
ENSP00000347854,785,882
ENSP00000263181,855,898
ENSP00000484132,314,425
ENSP00000480190,294,382
ENSP00000295269,776,798
ENSP00000482663,594,659
ENSP00000307684,397,432
ENSP00000491714,101,150
ENSP00000373023,388,529
ENSP00000304437,1725,1749
ENSP00000486159,906,922
ENSP00000485448,466,499
ENSP00000367888,1888,1905
ENSP00000320898,489,571
ENSP00000479499,102,127
ENSP00000379642,280,335
ENSP00000439445,389,423
ENSP00000233838,734,758
ENSP00000477645,178,213
ENSP00000299238,753,775
ENSP00000481757,369,454
ENSP00000387634,378,426
ENSP00000384938,771,810
ENSP00000376383,347,463
ENSP00000365201,2132,2157
ENSP00000332293,140,193
ENSP00000492851,341,367
ENSP00000498170,388,420
ENSP00000461032,781,807
ENSP00000379511,938,991
ENSP00000358904,847,892
ENSP00000471431,155,176
ENSP00000293349,772,790
ENSP00000481938,1352,1416
ENSP00000373367,413,437
ENSP00000403530,614,641
ENSP00000466363,594,707
ENSP00000481845,352,438
ENSP00000383033,286,352
ENSP00000484850,256,272
ENSP00000464069,115,156
ENSP00000438522,134,158
ENSP00000425645,796,813
ENSP00000468294,151,185
ENSP00000444381,446,464
ENSP00000481907,273,348
ENSP00000458501,627,650
ENSP00000481541,2057,2099
ENSP00000497878,310,361
ENSP00000479224,102,125
ENSP00000446466,1184,1240
ENSP00000297904,333,354
ENSP00000378100,827,865
ENSP00000240306,175,240
ENSP00000345147,297,354
ENSP00000305480,352,380
ENSP00000478116,341,427
ENSP00000497203,1402,1419
ENSP00000344241,150,170
ENSP00000476519,508,543
ENSP00000402791,488,631
ENSP00000473401,103,143
ENSP00000479941,299,374
ENSP00000478478,603,668
ENSP00000413875,459,487
ENSP00000353735,1006,1045
ENSP00000487744,1489,1530
ENSP00000482285,555,571
ENSP00000017003,834,865
ENSP00000349124,398,417
ENSP00000493276,214,242
ENSP00000479184,183,213
ENSP00000402935,786,817
ENSP00000476458,579,627
ENSP00000372035,1062,1088
ENSP00000421400,1115,1177
ENSP00000488381,116,172
ENSP00000399903,2668,2694
ENSP00000481338,419,483
ENSP00000301387,1015,1043
ENSP00000448890,369,416
ENSP00000302111,208,238
ENSP00000227507,262,295
ENSP00000295974,710,758
ENSP00000262811,1219,1309
ENSP00000297788,1107,1154
ENSP00000301332,741,838
ENSP00000359234,445,517
ENSP00000369717,522,542
ENSP00000400259,447,466
ENSP00000428824,302,330
ENSP00000298510,228,256
ENSP00000324491,431,453
ENSP00000378149,378,456
ENSP00000242159,215,230
ENSP00000497109,376,413
ENSP00000339067,199,258
ENSP00000358905,294,342
ENSP00000362330,2648,2715
ENSP00000219478,453,480
ENSP00000385152,1774,1806
ENSP00000226247,628,648
ENSP00000242505,561,582
ENSP00000318484,598,618
ENSP00000378195,412,540
ENSP00000386361,117,190
ENSP00000416340,199,378
ENSP00000316053,159,232
ENSP00000367687,99,120
ENSP00000216085,364,386
ENSP00000434311,204,237
ENSP00000364163,1970,2003
ENSP00000346725,565,588
ENSP00000377692,410,447
ENSP00000368995,794,828
ENSP00000410285,121,177
ENSP00000170564,855,931
ENSP00000429494,553,620
ENSP00000246792,191,218
ENSP00000362863,174,255
ENSP00000183605,242,261
ENSP00000484051,276,349
ENSP00000338107,764,824
ENSP00000380440,159,200
ENSP00000486292,72,108
ENSP00000314774,193,225
ENSP00000369162,548,568
ENSP00000364864,720,747
ENSP00000382439,231,266
ENSP00000391087,510,531
ENSP00000487403,724,776
ENSP00000448841,235,350
ENSP00000399403,575,622
ENSP00000259455,916,941
ENSP00000313454,1030,1052
ENSP00000464121,364,387
ENSP00000439278,899,919
ENSP00000342379,969,1025
ENSP00000480935,352,375
ENSP00000466387,139,188
ENSP00000377440,202,216
ENSP00000371397,382,423
ENSP00000382234,37,58
ENSP00000486912,540,595
ENSP00000320886,825,852
ENSP00000413501,101,167
ENSP00000439782,402,418
ENSP00000482466,299,337
ENSP00000419788,480,502
ENSP00000408204,267,288
ENSP00000383230,383,473
ENSP00000456981,139,203
ENSP00000483728,340,375
ENSP00000314610,542,606
ENSP00000489748,116,136
ENSP00000493548,154,192
ENSP00000278780,254,275
ENSP00000427792,222,249
ENSP00000274473,1118,1140
ENSP00000498095,246,277
ENSP00000484646,111,143
ENSP00000484950,103,127
ENSP00000387827,146,204
ENSP00000409026,254,289
ENSP00000479707,223,287
ENSP00000486069,470,492
ENSP00000486571,383,405
ENSP00000487191,1153,1189
ENSP00000485688,480,500
ENSP00000485942,735,754
ENSP00000487349,712,744
ENSP00000488130,271,293
ENSP00000487238,1842,1890
ENSP00000486264,67,137
ENSP00000483526,370,399
ENSP00000487512,647,665
ENSP00000486524,1511,1568
ENSP00000488276,245,293
ENSP00000488742,263,293
ENSP00000488124,245,293
ENSP00000482785,234,253
ENSP00000479600,172,197
ENSP00000481947,370,399
ENSP00000482015,59,84
ENSP00000479513,281,321
ENSP00000479700,439,491
ENSP00000483982,439,491
ENSP00000482014,102,125
ENSP00000428370,80,111
ENSP00000476388,84,144
ENSP00000312385,368,476
ENSP00000274150,185,311
ENSP00000435390,759,803
ENSP00000481583,281,321
ENSP00000479186,536,571
ENSP00000484904,263,288
ENSP00000480671,95,116
ENSP00000484758,95,116
ENSP00000483382,439,491
ENSP00000479388,172,197
ENSP00000478449,164,194
ENSP00000478522,370,399
ENSP00000480494,428,632
ENSP00000478035,112,153
ENSP00000482677,172,197
ENSP00000487404,195,220
ENSP00000494586,298,343
ENSP00000491025,75,113
ENSP00000491444,906,1016
ENSP00000491760,547,592
ENSP00000492346,1170,1211
ENSP00000488961,564,588
ENSP00000489453,496,520
ENSP00000488939,201,266
ENSP00000489138,298,356
ENSP00000492323,792,835
ENSP00000492561,212,309
ENSP00000492107,473,501
ENSP00000493473,939,1054
ENSP00000494219,935,1050
ENSP00000491064,214,241
ENSP00000491386,220,264
ENSP00000492703,687,745
ENSP00000492761,799,832
ENSP00000491943,382,423
ENSP00000494840,1607,1970
ENSP00000492616,999,1013
ENSP00000491037,1168,1196
ENSP00000489020,352,389
ENSP00000488949,794,817
ENSP00000495622,544,576
ENSP00000489322,1137,1160
ENSP00000486064,799,834
ENSP00000487003,895,919
ENSP00000487452,463,484
ENSP00000486966,923,937
ENSP00000487197,271,332
ENSP00000490794,5623,5654
ENSP00000489071,532,566
ENSP00000492167,493,514
ENSP00000491897,979,1001
ENSP00000496323,254,278
ENSP00000494880,5152,5173
ENSP00000490828,397,421
ENSP00000477370,848,905
ENSP00000481826,492,510
ENSP00000314546,220,304
ENSP00000397991,614,650
ENSP00000366970,311,358
ENSP00000484750,411,446
ENSP00000401468,811,832
ENSP00000410028,156,193
ENSP00000443436,425,491
ENSP00000362946,188,215
ENSP00000424474,416,445
ENSP00000481627,417,459
ENSP00000297186,840,870
ENSP00000246115,337,384
ENSP00000483193,460,508
ENSP00000359212,266,281
ENSP00000303712,417,459
ENSP00000366884,1125,1207
ENSP00000281882,194,223
ENSP00000440905,387,459
ENSP00000483187,844,907
ENSP00000465745,107,122
ENSP00000437737,450,471
ENSP00000303325,436,465
ENSP00000425753,366,420
ENSP00000399402,492,520
ENSP00000386052,159,182
ENSP00000379527,279,295
ENSP00000479222,172,197
ENSP00000385530,883,911
ENSP00000335292,59,128
ENSP00000400847,273,374
ENSP00000406462,538,560
ENSP00000291574,1193,1259
ENSP00000489747,139,189
ENSP00000484840,715,771
ENSP00000408132,660,693
ENSP00000479241,847,884
ENSP00000378248,343,367
ENSP00000342641,358,383
ENSP00000444437,700,812
ENSP00000480274,1675,1700
ENSP00000273067,390,410
ENSP00000481884,606,673
ENSP00000413645,537,562
ENSP00000333656,373,410
ENSP00000419432,251,281
ENSP00000388723,437,458
ENSP00000491923,415,460
ENSP00000261366,544,586
